0,2.5088652718907825,
1,1.8858652443458028,
2,1.7197611071667709,
3,1.5488531561930377,
4,1.3434706783143833,
5,1.1647291656560823,
6,1.0062834861781975,
7,0.8566295570935234,
8,0.7196797729522795,
9,0.6032365917073972,
10,0.4872506464243166,
11,0.392163964045849,
12,0.30968193754414675,
13,0.2420790393520371,
14,0.18706136593433725,
15,0.14905450862808714,
16,0.12388274171659554,
17,0.09865021833920506,
18,0.07647935252766552,
19,0.06474057220666185,
20,0.052000617814883174,
21,0.048077810519347945,
22,0.04222373410396704,
23,0.0365776129683879,
24,0.034777254051729926,
25,0.030899669686330226,
26,0.02849624968262608,
27,0.02641294844196518,
28,0.025589103819230123,
29,0.024917254527088255,
30,0.02370473704330569,
31,0.022298595295337863,
32,0.020993977545727936,
33,0.019778434868350157,
34,0.018484930668521,
35,0.017714274685016244,
36,0.017200459719316618,
37,0.016811463197686772,
38,0.016548131811353107,
39,0.016346151449507663,
40,0.01618350884058711,
41,0.016062719537409908,
42,0.015954999625304445,
43,0.015854178908333273,
44,0.015757434333723553,
45,0.015663424651097893,
46,0.015570161931957475,
47,0.015477635744790512,
48,0.0153860347999867,
49,0.015295320261280226,
50,0.015205375263400805,
51,0.015115978198277806,
52,0.015026866080139499,
53,0.014937983650975772,
54,0.014848929797539314,
55,0.014759598833328447,
56,0.014669952691216952,
57,0.014580052038722067,
58,0.014489870930904756,
59,0.014399363685094852,
